k6ps14_1.PV;k6t17.PV;k6t15.PV;k6t16.PV;k6p8.PV;k6l2.PV;k6p13.PV;k6t2_1.PV;k6f6x.PV;k0p102_1.PV;k6f6.PV;k6t6.PV;k6t14.PV;k6t3.PV
4.13;143.68;107.11;104.35;4.13;176.03;4.05;416.28;21.32;4;22.13;205.04;389.76;274.4
4.13;144.384;106.7;103.82;4.12;175.14;4.04;416.13;21.27;4;22.08;204.48;389.95;274.27
4.12;146.176;107.26;104.44;4.12;176.91;4.04;416.64;21.25;3.99;22.03;205.05;390.66;274.47
4.12;144.944;107.45;104.87;4.11;176.48;4.03;416.14;21.2;3.99;21.98;205.56;390.84;274.44
4.12;145.296;107.2;104.76;4.11;176.52;4.03;415.89;21.18;3.99;21.96;205.82;390.55;274.41
4.12;145.344;106.86;104.68;4.12;176.6;4.04;416.01;21.16;3.99;21.94;205.22;390.48;274.34
4.12;144.4;106.25;103.83;4.11;176.1;4.03;415.89;21.07;3.98;21.85;204.75;390.64;274.17
4.1;137.952;102.53;105.1;4.09;178.13;4.02;420.61;20.54;3.97;21.18;201.64;388.54;277.25
4.09;131.472;100.68;105.26;4.08;182.18;4.01;422.06;19.95;3.97;20.54;199.28;385.15;279.35
4.09;131.072;100.33;105.08;4.08;181.47;4.01;421.38;19.9;3.96;20.48;198.81;384.31;278.88
4.08;131.456;100.14;104.67;4.07;180.53;4;421.97;19.94;3.96;20.5;198.7;385.17;278.96
4.08;132.288;99.23;104.04;4.07;181.5;4;425.38;19.95;3.95;20.47;199.65;388.78;280.75
4.07;136.24;100.65;105.38;4.06;181.54;3.99;424.83;20.07;3.95;20.58;200.01;387.91;280.48
4.08;138.72;100.21;105.09;4.07;180.67;4;425.4;20.15;3.95;20.67;200.26;388.34;280.82
4.07;139.792;99.64;104.35;4.06;181.14;3.99;425.15;20.36;3.94;20.86;199.31;387.46;280.25
4.08;140.752;99.66;104.62;4.07;181.52;4;425.15;20.3;3.95;20.82;199.49;387.7;280.45
4.09;141.28;100.07;105.03;4.09;181.82;4.01;423.14;20.37;3.96;20.96;198.78;384.69;279.27
4.09;140.544;99.99;104.85;4.08;182.12;4.01;423.28;20.37;3.96;20.95;198.45;384.92;279.37
4.09;141.088;100.1;104.95;4.08;181.49;4;423.16;20.46;3.95;21.03;198.53;384.86;279.25
4.1;139.68;100.12;105.06;4.09;181.79;4.02;422.62;20.34;3.97;20.97;198.41;384.02;279.07
4.1;137.952;100.18;105.13;4.1;182.23;4.02;422.78;20.3;3.97;20.91;198.7;384.68;279.28
4.11;137.424;100.33;105.25;4.1;181.44;4.03;423.06;20.38;3.98;21.01;198.97;384.76;279.53
4.1;136.288;99.99;104.73;4.1;181.17;4.02;422.43;20.18;3.98;20.79;198.51;384.78;279.22
4.1;136.288;100.12;104.32;4.1;181.57;4.02;421.27;20.23;3.97;20.87;198.64;384.34;278.55
4.1;142.912;102.51;104.76;4.1;178.13;4.03;414.26;20.17;3.98;20.91;200.75;384.04;274.91
4.1;155.232;109.37;104.16;4.1;172.5;4.02;397.01;20.09;3.98;21.1;206.57;381.53;268.01
4.09;142.848;102.67;104.52;4.09;176.2;4.01;416.11;20.16;3.97;20.85;199.18;385.16;276.33
4.08;135.152;98.79;104.02;4.08;183.63;4.01;426.7;20.11;3.95;20.63;196.76;385.49;282.11
4.08;139.504;98.14;104.59;4.08;182.98;4;426.7;20.04;3.94;20.55;197.39;385.82;282.24
4.08;141.472;96.88;103.84;4.07;183.02;4;426;20.01;3.93;20.52;197;384.98;281.6
4.07;140.864;96.67;103.7;4.06;181.71;3.99;426.48;19.93;3.92;20.4;197.56;385.93;281.79
4.07;139.696;97.63;104.41;4.06;181.8;3.99;426.26;20.14;3.92;20.61;197.34;385.18;281.62
4.07;138.96;97.28;103.74;4.06;182.33;3.99;426.16;20.11;3.93;20.58;197.04;385.18;281.57
4.07;140.464;97.68;104.12;4.06;181.23;3.99;426.73;20.18;3.93;20.65;197.3;385.45;281.83
4.07;140.496;97.64;104.11;4.06;182.14;3.99;426.69;20.17;3.93;20.63;197.1;385.54;281.77
4.07;140.88;97.67;104.05;4.06;182.13;3.99;426.51;20.17;3.93;20.65;197.08;385.43;281.65
4.07;141.36;98.46;104.65;4.07;182.9;3.99;426.95;20.27;3.93;20.74;197.3;385.37;282.05
4.07;140.528;97.62;103.61;4.07;182.61;3.99;427.15;20.16;3.93;20.63;196.65;386.29;282.11
4.07;141.92;97.72;104.04;4.06;182.61;3.99;426.72;20.19;3.93;20.66;197.32;385.29;281.91
4.06;143.024;98.16;104.46;4.06;181.48;3.98;426.64;20.25;3.92;20.71;197.43;385.37;281.72
4.05;141.424;97.61;103.71;4.04;181.17;3.97;426.73;20.31;3.91;20.74;197.19;385.48;281.72
4.05;141.056;98.22;104.33;4.05;181.86;3.97;426.48;20.3;3.91;20.74;197.71;385.38;281.6
4.05;140.304;98.2;104.41;4.05;181.68;3.97;425.83;20.3;3.91;20.75;197.43;384.29;281.24
4.06;141.856;98.66;105.26;4.05;181.92;3.97;426.52;20.3;3.91;20.74;198.08;385.32;281.81
4.06;145.872;99.9;105.43;4.05;179.76;3.98;420.69;20.29;3.91;20.83;199.72;383.64;278.31
4.05;148.96;100.53;104.9;4.05;176.2;3.97;415.91;20.25;3.91;20.85;200.13;383.14;274.61
4.05;148.24;100.42;104.14;4.04;177.38;3.97;416.66;20.29;3.91;20.86;200.56;384.42;274.97
4.05;148.176;100.12;104.13;4.05;177.6;3.97;415.78;20.28;3.91;20.88;200.12;383.27;274.5
4.07;150.816;103.98;104.32;4.07;175.87;3.99;418.85;21;3.93;21.62;204.59;389.22;275.49
4.1;153.344;105.55;104.79;4.09;174.17;4.01;420.49;21.42;3.94;22.07;205.76;392.85;275.52
4.15;164.048;114.09;104.89;4.14;166.21;4.05;420.07;23.06;3.98;23.89;213.14;400.24;273.95
4.16;163.424;115.36;103.79;4.15;164.7;4.05;419.83;23.69;3.98;24.56;212.09;402.61;272.4
4.14;166.256;115.91;104.72;4.13;163.64;4.04;418.34;23.74;3.96;24.58;213.64;401.34;271.87
4.14;165.056;115.47;104.06;4.14;164.59;4.04;418.85;23.7;3.96;24.54;212.71;401.93;272.04
4.16;166.608;115.84;104.46;4.15;164.46;4.06;418.85;23.78;3.98;24.66;212.75;401.3;272.17
4.16;167.456;115.07;103.09;4.15;166.38;4.06;420.43;23.59;3.98;24.45;213.48;403.6;272.87
4.17;166.88;116.55;105.22;4.16;164.12;4.06;420.11;23.66;3.99;24.55;213.93;403.08;272.92
4.16;164.4;116.78;104.53;4.15;164.93;4.05;419.81;23.74;3.98;24.59;213.71;402.82;272.55
4.15;164.4;115.9;104.36;4.14;163.5;4.05;420.47;23.77;3.97;24.61;213.73;403.49;272.66
4.17;159.952;116.04;104.17;4.16;164.93;4.07;420.36;23.61;4;24.5;213.29;403.48;272.91
4.18;160.208;117.17;104.93;4.17;164.24;4.07;419.83;23.72;4.01;24.63;214.08;402.7;272.9
4.17;156.928;116.33;103.83;4.16;165.04;4.06;420.42;23.67;4;24.55;212.67;403.45;272.9
4.17;157.2;116.67;104.03;4.16;165.24;4.06;420.21;23.78;4;24.66;213.45;403.27;272.82
4.17;158.24;116.55;104.12;4.16;164.44;4.06;420.15;23.76;4;24.64;213.19;403.27;272.8
4.17;158.16;116.49;104.19;4.16;165.54;4.07;420.63;23.72;4;24.61;212.92;403.62;272.99
4.17;157.904;116.07;103.39;4.16;165.43;4.06;420.56;23.79;4;24.66;213.2;403.69;272.87
4.18;158.304;116.08;103.56;4.17;165.75;4.07;420.88;23.77;4.01;24.67;213.11;403.78;273.11
4.18;158.832;116.36;104.2;4.17;165.78;4.08;420.71;23.69;4.01;24.6;212.96;403.52;273.06
4.17;157.52;116.09;103.47;4.17;166.18;4.07;420.48;23.74;4;24.64;213.19;403.29;272.91
4.17;155.52;116.05;103.51;4.16;166.13;4.07;420.13;23.73;4;24.62;212.62;403.15;272.75
4.16;154.784;116.19;103.48;4.15;165.91;4.05;420.16;23.69;3.99;24.56;213.09;403.38;272.71
4.17;156.464;116.45;104.01;4.16;164.77;4.07;420.48;23.74;4;24.63;213.38;403.47;273.01
4.17;155.344;116.16;103.75;4.16;164.94;4.07;420.52;23.62;4;24.51;212.76;403.83;272.97
4.16;154.768;116.04;103.19;4.15;166.34;4.06;419.47;23.69;3.99;24.56;212.52;402.79;272.52
4.17;156.096;116.09;103.52;4.17;166.25;4.07;420.54;23.66;4.01;24.55;212.91;403.68;273
4.17;159.12;117.23;105.2;4.16;164.78;4.07;421.92;23.72;4;24.59;214.97;405.04;273.71
4.15;158.8;117.93;103.63;4.14;163.77;4.05;418.89;23.74;3.98;24.59;214.51;404.37;272.23
4.18;161.424;120.58;104.19;4.17;162.04;4.07;420.66;24.21;4.01;25.13;215.32;406.52;272.53
4.2;158.032;118.51;104.81;4.19;163.61;4.09;428.48;24.84;4.02;25.68;214.84;408.36;276.21
4.19;155.152;116.9;103.91;4.19;165.44;4.08;429.94;24.78;4.01;25.58;213.76;408.52;276.96
4.19;152.736;117.09;103.89;4.18;165.51;4.07;429.85;24.72;4.01;25.5;213.34;408.53;277.08
4.2;163.584;130.37;104.93;4.19;156.64;4.09;422.44;25.28;4.02;26.24;219.26;411.79;272.86
4.19;163.04;132.83;104.32;4.18;154.84;4.07;423.04;25.76;3.99;26.68;219.88;413.59;272.47
4.21;161.456;131.77;103.88;4.2;156.64;4.09;423.17;25.7;4.02;26.7;218.79;413.78;272.45
4.21;162.384;130.9;103.63;4.2;156.24;4.09;423.87;25.75;4.02;26.73;219.17;414.12;272.72
4.2;162.272;131.56;104.33;4.19;157.07;4.08;424.11;25.81;4;26.74;219.03;413.8;272.88
4.21;165.968;133.39;104.7;4.2;154.46;4.08;423.17;25.93;4.01;26.91;219.57;413.59;272.41
4.21;165.52;132.78;104.45;4.2;156.85;4.09;423.09;25.95;4.01;26.95;219.08;412.71;272.38
4.22;167.792;133.48;105.08;4.21;155.06;4.1;422.97;25.92;4.03;26.96;219.6;413.16;272.4
4.21;166.112;134.07;104.12;4.21;155.02;4.09;421.73;25.85;4.02;26.88;219.04;412.89;271.7
4.22;168.336;136.06;104.56;4.21;155.08;4.09;421.32;25.96;4.02;27.01;220.14;413.21;271.56
4.21;167.2;134.02;104.61;4.21;154.25;4.09;421.82;25.9;4.02;26.93;218.83;412.9;271.66
4.22;166.528;132.95;104.61;4.21;155.31;4.1;422.8;25.88;4.02;26.91;219.82;413.18;272.45
4.22;165.424;132.94;104.61;4.22;156.17;4.1;422.51;25.85;4.03;26.9;218.71;412.74;272.16
4.21;165.056;132.59;104.09;4.2;155.54;4.09;423.03;25.88;4.02;26.89;218.98;413.54;272.24
4.21;165.136;134.85;104.72;4.2;155.88;4.09;421.68;25.85;4.02;26.87;219.66;412.86;271.88
4.22;166.368;136.1;105.34;4.21;154.09;4.1;420.99;25.82;4.02;26.88;219.79;413.02;271.47
4.22;163.872;135.98;104.81;4.21;155.22;4.1;420.88;25.8;4.02;26.86;219.94;413;271.47
4.21;162.88;135.66;104.78;4.2;154.75;4.09;420.84;25.74;4.02;26.77;219.82;413.46;271.41
4.2;161.152;135.37;104.62;4.19;154.75;4.08;420.09;25.68;4;26.69;219.56;412.74;270.99
4.21;163.008;134.07;104.28;4.2;154.37;4.09;420.21;25.62;4.01;26.66;219.78;413.2;271.2
4.2;164.32;133.39;104.01;4.19;154.86;4.08;419.76;25.45;4;26.47;219.66;413;270.87
4.19;166.24;134.93;104.48;4.18;154.19;4.07;419.89;25.52;4;26.5;219.63;413.35;270.89
4.18;166.432;135.36;104.3;4.17;154.83;4.06;419.99;25.65;3.98;26.59;220.21;413.09;270.77
4.19;167.808;133.83;104.63;4.18;153.96;4.07;420.32;25.55;3.99;26.53;219.56;413.33;270.84
4.2;167.616;135.37;104.19;4.19;154.91;4.08;420.5;25.79;4;26.79;219.82;412.9;271
4.19;169.264;134.23;103.91;4.19;155.63;4.07;420.45;25.67;3.99;26.66;219.3;413.4;270.92
4.2;168.864;133.16;103.62;4.19;154.86;4.08;420.39;25.73;3.99;26.74;219.12;412.66;270.76
4.21;170.288;134;103.77;4.2;156.25;4.09;420.53;25.73;4.01;26.77;219.39;412.63;271.07
4.2;174.224;134.51;103.73;4.19;156.15;4.08;420.59;25.65;4;26.67;219.03;413;270.89
4.21;178.72;135.36;104.39;4.2;155.53;4.09;420.56;25.76;4.01;26.81;219.39;412.07;270.99
4.2;181.552;136.36;105.12;4.19;154.11;4.08;420.46;25.81;4;26.83;220.31;411.86;270.9
4.18;178.848;134.82;103.96;4.17;153.62;4.06;420.57;25.76;3.98;26.71;219.04;412.8;270.64
4.2;177.728;135.15;104.07;4.19;154.8;4.08;420;25.76;3.99;26.77;219.46;411.8;270.58
4.21;178.032;135.76;105.13;4.2;154.54;4.09;420.41;25.72;4.01;26.76;220.36;412.09;271.09
4.19;176.16;133.94;103.19;4.18;155.72;4.07;420.25;25.69;3.99;26.68;218.66;412.65;270.54
4.2;173.968;134.67;103.51;4.19;155.78;4.08;420.41;25.7;4;26.71;219.23;412.51;270.74
4.21;175.648;136.78;105.93;4.2;154.15;4.09;420.32;25.74;4.01;26.78;220.82;411.81;271.09
4.2;173.44;136.09;105.44;4.19;153.96;4.08;420.47;25.73;4;26.73;219.54;412.03;270.92
4.2;170.784;134.92;103.54;4.19;155.48;4.08;420.22;25.71;4;26.72;219.36;412.35;270.77
4.21;169.92;135.73;104.96;4.2;154.95;4.09;419.86;25.68;4.01;26.72;219.86;411.66;270.93
4.21;168.176;134.85;104.4;4.2;154.88;4.09;420.15;25.62;4.01;26.65;219.4;412.46;271.03
4.21;167.872;134.14;103.47;4.2;156.57;4.09;419.83;25.56;4.01;26.6;218.89;412.6;270.76
4.2;169.104;134.66;103.43;4.2;154.6;4.09;419.7;25.64;4.01;26.67;219.55;412.11;270.84
4.21;169.2;134.75;104.37;4.2;154.9;4.09;419.79;25.57;4.02;26.64;219.31;412.27;270.94
4.21;167.072;133.82;103.46;4.2;155.94;4.09;419.22;25.38;4.02;26.45;219.04;412.17;270.71
4.2;165.248;133.63;104.41;4.19;155.8;4.08;419.79;25.39;4.01;26.42;219.93;411.9;271.03
4.18;165.04;132.93;104.14;4.18;155.37;4.07;420.31;25.5;3.99;26.45;219.39;412.76;271.04
4.18;164.4;132.79;103.21;4.17;155.61;4.06;419.43;25.37;3.99;26.32;219;412.52;270.63
4.19;166.928;133.43;104.07;4.18;154.83;4.07;419.88;25.45;3.99;26.43;220;412.06;271.07
4.19;167.456;133.41;104.6;4.18;154.6;4.07;420.32;25.57;3.99;26.55;218.93;411.98;271.01
4.19;167.712;133.02;103.67;4.18;155.99;4.07;420.64;25.59;3.99;26.57;219.25;412.3;271.16
4.21;171.904;134.09;105.12;4.2;154.94;4.09;420.67;25.69;4.01;26.71;219.61;411.54;271.3
4.21;171.696;133.58;104.56;4.2;156.51;4.09;421.15;25.65;4.01;26.66;219.16;412.14;271.34
4.21;172.032;133.74;104.32;4.2;155.83;4.09;420.52;25.68;4.01;26.71;219.5;411.43;271.17
4.21;178.416;133.28;104.13;4.2;156.04;4.09;420.78;25.61;4.01;26.64;219.55;412.08;271.18
4.21;178.896;132.37;103.43;4.2;156.86;4.09;420.72;25.52;4.01;26.56;218.76;412.1;271.05
4.22;180.4;133.23;104.1;4.21;155.44;4.1;420.89;25.59;4.02;26.65;219.55;411.75;271.2
4.2;178.432;131.71;102.88;4.19;156.17;4.08;420.5;25.39;4;26.4;219.22;412.77;270.9
4.2;177.616;132.86;104.17;4.19;155.25;4.09;420.39;25.4;4;26.43;219.37;412.21;270.91
4.19;177.248;133.53;104.35;4.18;155.62;4.08;420.03;25.45;3.99;26.44;219.56;411.73;270.82
4.2;177.04;133.46;103.88;4.19;155.75;4.08;419.83;25.52;4;26.53;219.48;411.17;270.78
4.19;178.848;134.22;105.15;4.18;153.75;4.07;420.42;25.51;3.99;26.49;220.21;412.12;271.03
4.2;178.592;133.17;104.15;4.19;155.67;4.08;420.37;25.44;3.99;26.43;219.27;412.1;270.89
4.2;181.168;134.36;104.82;4.19;154.87;4.08;420.45;25.59;4;26.59;219.81;411.54;271.04
4.2;180.56;133.5;104.56;4.19;155.12;4.08;420.4;25.46;4;26.46;219.67;412.03;270.98
4.19;180.848;133.35;104.34;4.18;154.88;4.07;420.51;25.48;3.99;26.46;219.46;412.44;270.93
4.2;181.312;134.17;104.96;4.19;154.81;4.08;420.22;25.47;4;26.47;219.87;411.68;270.97
4.2;183.136;134.13;105.09;4.19;154.01;4.08;420.53;25.5;3.99;26.49;220.02;412.01;271.03
4.19;181.456;133.73;104.49;4.18;155.05;4.07;420.25;25.4;3.99;26.37;219.4;412.06;270.73
4.18;182.128;134.3;104.43;4.17;154.3;4.06;420.6;25.54;3.98;26.49;219.96;412.24;270.83
4.17;183.184;135.66;105.98;4.16;154.36;4.05;420.14;25.5;3.97;26.42;220.29;411.55;270.73
4.18;184.496;135.03;105.23;4.17;152.88;4.06;420.88;25.61;3.97;26.54;220.19;412.24;271.03
4.19;183.184;134.21;103.55;4.18;154.31;4.07;421.2;25.61;3.98;26.57;218.54;412.03;271
4.18;186.016;135.52;105.34;4.18;153.14;4.06;421;25.69;3.98;26.64;220.2;411.76;271.11
4.19;185.472;134.05;104.84;4.18;154.2;4.08;421.14;25.6;3.99;26.58;219.02;411.97;271.08
4.2;182.8;130.56;104.03;4.19;155.43;4.08;422.73;25.67;4;26.64;219.17;412.29;271.9
4.19;174.96;120.63;104.87;4.19;162.17;4.07;427.78;25.46;3.99;26.3;215.46;408.65;274.92
